V.K. Naresh	Nalugu Sthambalata	1982
Leticia Huijara	El viaje de Keta	2019
Lin Zhu	Yuanli zhanzhengde niandai	1987
Mona Abdallah	A World of Chirldren	1976
Karel Barton	Cerna fortuna	1991
Aurelija Anuzhite	Virgins of Riga	1996
Chen Chi Lin	Die xian	1980
Tarik Akan	The Canal	1978
Motilal	Sasural	1941
Ben Oxenbould	Fatty Finn	1980
Hayri Caner	Mavi esarp	1971
Karl Agust Ulfsson	A Policeman's Life	1985
Kousalya	Thachiledathu Chundan	1999
Rie Nakano	Chikan mame dorobo	1977
Hie Mun	Maenjumeog cheongchun	1967
Hie Mun	Fallen Leaves	1968
Siu Ming Tsui	Hai shi shen lou	1987
Olivia Pascal	Bloody Moon	1981
Marie Bell	Le roman d'un jeune homme pauvre	1936
Marguerite Moreno	Un trou dans le mur	1930
Nitsa Marouda	Teddy boy... agapi mou	1965
Fabrizia Carminati	Saddam	2006
Siddhanta Mahapatra	Nei Jaa Re Megha Mate	2008
Chiranjeevi	Andarivaadu	2005
Chiranjeevi	Jwala	1985
Irene Gutierrez Caba	The House of Bernarda Alba	1987
Fay McKenzie	Boss Cowboy	1934
Mona Lisa	Makiling	1938
Ahmed Sharif	Arunodoyer Agnishakkhi	1972
Lester Greene	Advice	2016
Angelica Ott	Alle Katzchen naschen gern	1969
Jenny Tschernichin-Larsson	Halta Lena och vindogde Per	1933
Nam-hyeon Choi	Deserted Angel	1960
Raymond Griffith	When Winter Went	1925
Gelli de Belen	Robin Good (Sugod ng sugod)	1991
Alexander Magnusson	I Am William	2017
Patrycia Ziolkowska	Welcome to the Club	2014
Rick Bucy	94 Feet	2016
Nancy Abdel Sakhi	Nafaka	2006
Fernando Montenegro	Heto ako, lalaki	1999
Claudia Dell	Call of the Jungle	1944
Georgiy Kulikov	Obyknovennyy chelovek	1956
Shigeo Kiyama	Mobile Suit Gundam the Origin IV	2016
Yuka Takemura	Goodbye Boy	1984
Natalya Nikulenko	Koma	1990
Akbar Zanjanpour	Yek rooz-e garm	1984
Argyris Xafis	Ap' ta kokala vgalmena	2011
Edy Darclea	The Shepherd King	1923
Roger Karl	Lucrezia Borgia	1935
Peter Dommisch	Das Stacheltier - Liebe braucht keine PS	1964
Luis Aguilar	El tigre enmascarado	1951
Luis Aguilar	La cabeza de Pancho Villa	1957
Maria Prado	Los 'panaderos'	1992
Michelle Moran	Furia de barrio	1993
Manjula	Netru Indru Nalai	1974
Florentino Ballecer	Dalaginding	1954
Eddie Arenas	Beatnik	1960
Sukarno M. Noor	Ratapan anak tiri II	1980
Anna Murdock	Outcast	1917
Fredi Washington	The Emperor Jones	1933
Camila Griggs	The Forfeit	1991
So-Chow Yu	Bi xie jin chai	1963
Fernando Ciangherotti	Amar y Desear: To Love and Lust	2016
Tony Ranasinghe	Bandura Mal	1981
Abhija Sivakala	Perinoral	2018
Boris Shuvalov	Three Hundred Years After	1994
Patricia Potter	Bridgend	2015
George K. Gee	Cleaning Up	1933
Woon-gye Yeo	Neukdaewa goyangideul	1972
Orlando Urdaneta	El fascista, la beata y su hija desvirgada	1978
Carmen Avendano	Ni locas, ni terroristas	2005
Alfred Haase	Hyanen auf dem Schlachtfelde des Lebens. 2. Die Apachen von Paris	1920
Rajesh Puri	Bhuchaal	1993
Ryuji Ishiyama	Watashi no niisan	1934
Ravi Baswani	Chhota Chetan	1998
James Morrison	Wine of Youth	1924
Kamal Adli	Senjakala	2011
K. Sarangapani	Rani Lalithangi	1957
Raizo Ichikawa	Nakano Spy School	1966
Maria Jose Roig	El despertar de los sentidos	1977
Rebun Hori	Koko Emanuelle: Nureta doyobi	1978
Rene Casados	Se me sale cuando me rio	1983
Setsuko Wakayama	Zoku ukigumo niki	1953
Shuang-Hsia Hsu	Jiu ming guai mao	1992
Nina Carmona	Prinsipe Tenoso	1942
Lyuben Chatalov	Izdirva se	1984
Widyawati	Wo de qing ren	1971
Antonio Gamero	Juegos de Cama	1976
Ndaba Mhlongo	Stoney: The One and Only	1984
Ali	Mayajalam	2006
Ali	Devudu Chesina Manushulu	2012
Svatopluk Benes	I'll Be Right Over	1942
Vadim Mikheyenko	Na kray sveta	1975
Murasaki Fujima	Nigetekita hanayome	1956
Gerd Ehlers	Sonntagsfahrer	1963
Xiaorui Zhao	Chailang ji hua	1989
Ziyue Zhao	Ways to Make Fortunes	1983
Daigo Kusano	Tempyo no iraka	1980
Poodles Hanneford	The Circus Kid	1928
Jack Hawkins	The Head Hunter	2016
Joaquin Burgos	Mara	1961
Ferdi Atuner	Meleklerin mucizesi	2014
Sreelatha	Bhaktha Hanuman	1980
Kei Mizutani	Sagishi ippei 7	2001
Futaba Kinoshita	Kizudarake no Gonpachi	1937
Joanna Balasz	Milosc jest wszystkim	2018
Shunsuke Kubozuka	Hibi	2005
Eszter Onodi	Halj mar meg!	2016
Koichi Kimura	Otoko wa sore wo gaman dekinai	2006
Josefin Nilsson	Shit Happens	2000
Elias Ljungqvist	Amatorfilmen	1922
Joe King	The Scarab Ring	1921
Tai-So Ho	Yesong Hanyi	1939
Vladimir Vinogradov	Sibirskiy spas	1998
Akira Akasaka	Fushigina Baby	1988
Russell Hardie	Speed Devils	1935
John Paul Pitoc	Thank You, Good Night	2001
Nadeem Baig	Qasam	1993
Arthur Edmund Carewe	Volcano	1926
Frida Betrani	Crime	2008
Thengai Srinivasan	Kumkumam Kadhai Solgiradhu	1978
Justus Schlingensiepen	Famous Five 2	2013
Frank Elliott	What Would You Do?	1920
Marilyn Adams	Ramona!	1991
Keiko Han	Odin	1985
Fifi Bali	Aftes ton esteilan sto thanato	1970
Ernst Hofmann	Grafin Kuchenfee	1918
Keiko Natsu	Furyo bancho nerikan burusu	1969
Minako Mizushima	Uno Koichiro no kangofu-ryo nikki	1979
George Wynn	The Woman from China	1930
Lizy	Adikkurippu	1989
Emil Biron	Am anderen Ufer	1918
Kan Mikami	Pastoral Hide and Seek	1974
Vincent Daffalong	Law Law Gang	2011
Yeo-woon Han	Radio Star	2006
Selma Sonat	Yarinsiz adam	1987
Resu Morales	Las Flores de Bach	2001
Amado Zumaya	Llovizna	1978
Keishi Nagatsuka	Sekai no owari	2004
Jaishankar	Magalukkaga	1974
Yasar Alptekin	Lambada	1989
Pons De Guzman	Marupok	1970
Hamdi El-Sekhawi	Eial Habeba	2005
Olgun Simsek	Kiralik oda	2008
Nuria Bages	Sexo impostor	2005
Ann Odessa	Decameron n 4 - Le belle novelle del Boccaccio	1972
Yuriy Bykov	Big Village Lights	2016
Andree Lafayette	Fecundity	1929
Eagle Han	The Snake Strikes Back	1981
Fayza Abduljawad	Tareek Al Sahitan	1993
Tiffany Arnold	Wicked Business	2009
Juma	Africa Adventure	1954
Hau-Ngoc Chan	Huai hai zi ju le bu	1995
Yuriko Fuchizaki	Sol Bianca 2	1991
Sarat Pujari	Ghara Sansara	1973
Kijaku Otani	Gigyo no issho	1924
Kijaku Otani	Araki mataemon	1918
Lyn Harding	The Invader	1936
Donna Evans	Give Us Tomorrow	1978
Helmut Vogel	Rhaeto-romanic trptychon	2017
Koji Makimura	Hana Mai: Jibaku	1983
Tamaki Komiyama	Manatsu no Yoru no Joji	1972
Vladimir Salac	Mist on the Moors	1944
Alfred Allen	Burning Daylight	1920
Jaime de la Rosa	Turista	1957
Mayumi Inoue	Semi document: Rikonzuma no sei	1986
Frantisek Pelisek	Dama s malou nozkou	1920
Marcel Simon	Monsieur Breloque a disparu	1938
Avalon Barrie	Summer Lover	2008
Ying Ding	Air Hostess	1959
Wesley Dowdell	Love Birds	2011
Camila Banus	Speak Now	2016
Armandina Bianchi	Il signore a doppio petto	1941
Diane Nichols	Stand Up Face the Fear	2008
Ian Johnstone	The Gingerbread House	1996
Aaron Beelner	Crackerjack	2013
Riho Iida	Movie Hustle	2005
Prema	Kamini	1974
Tania Scher	Luz, Cama, Acao!	1976
Zoi Laskari	Merikoi to Protimoun Kryo...	1963
Sulakshana	Idhu Engga Naad	1983
Samia Gamal	People of Love	1955
Abon	Toyol nakal	2011
Hussein Sedki	The Innocents	1944
Arathi	Sididedda Sahodara	1983
Mutabaruka	Blakk Wi Blak...k...k	1993
Mikhail Svetin	Zefir v shokolade	1993
Lory-Michael Ringuette	Daughters	1996
Christian Serratos	Pop Star	2013
Jiri Pleskot	Searching	1966
Zeny Zabala	Pretty Boy Charlie	1982
Arthur Fischer	Baldwin's Wedding	1938
Lowell Sherman	What No Man Knows	1921
Lothar Lambert	Dirty Daughters oder Die Hure und der Hurensohn	1982
Ilse von Glatz	Graveyard Shift II	1988
Otis Redding	Monterey Pop	1968
Christine Cybelle	Cool It Baby	1967
Zecarlos Machado	Magal and the Ants	2016
Phuong Kubacki	The Last Responders: Life After Death	2018
Andrzej Precigs	Rekolekcje	1978
Toshi Yanagi	Kuroi shitagi no mibojin: Tsuya no joji	2000
Chen-Peng Kao	Lin Tou jie	1979
Soniv Hope	Star Wars: A Galaxy in Darkness	2009
Margarita Volodina	Kazhdyy vecher v odinnadtsat	1969
Masao Hayama	Kojo no tsuki	1937
Boris Botwinick	Lena	1980
Anjuman	Joora	1986
Laura Cairns	Royal Shakespeare Company: The Tempest	2017
Seiji Nakamitsu	Matagaru gibo: Musuko no kaikan	2001
Seiji Nakamitsu	Kyonyu OL to binyu hitozuma: Kita e mukau onna-tachi	2016
Shoba	Aparichita	1978
Hallam Cooley	The Thoroughbred	1925
Pascal Feier	Seduccion mortal	1990
William Martinez	Inday-Inday sa balitaw	1986
Frank Leigh	The Light in the Clearing	1921
Jean MacCurdy	The Heart of Batman	2018
Tarun Bose	Purani Pehchan	1971
Bernarda Oman	Dediscina	1984
Eddie Phillips	Shattered Lives	1925
Tony Marzan	Nakasakdal sa langit	1961
Oscar Beregi Sr.	Earth's Man	1917
Lois Moran	Love Hungry	1928
Anaika Soti	365 Days	2015
Eun-hie Choi	The Golden Age of Korean Cinema and the Legend of Shin Film	2011
Kiyoyasu Adachi	Shufu no taiken repoto: Onna no yojohan	1975
Humayun Qureshi	Teen Yake Teen Chake	1991
Joe Ryan	The Girl Angle	1917
Diana Ferreti	Yako, cazador de malditos	1986
Rebecca Sage Allen	Streetriffs	2002
Yasumi Hara	Hana	1941
Antonello Pascale	Sweet Democracy	2016
Russell Faulk	Chillers	2015
Timothy Lofing	The Frontier Boys	2012
Tony the Horse	Pals in Blue	1925
Atom Shimojo	Haha: Toyoko, aru kazoku no ai to kanashimi	2006
Victor Ptak	Kid Gloves	2013
Ioana Pavelescu	Puzzle	2013
Ulrike Butz	Sie und er im Rausch der Wollust	1973
Dato Iashvili	Subordinacia	2007
Hataya Ichikawa	Sekimori no nasake	1924
Penny Cook	The Dreaming	1988
Joaquin Carrasco	Tauromanias o La vocacion de Rafael Arcos	1916
Nicole Desailly	Les freres Bouquinquant	1948
Ollie Kirby	Getting 'Em Right	1925
Alberto Olmedo	El manosanta esta cargado	1987
Darshan Bagga	Veerta	1993
Arthur Hoyt	Unto the End	1917
Kaichi Yamamoto	Kanraku no onna	1924
Kaichi Yamamoto	Kojo Shizue	1923
Kaichi Yamamoto	Janbarujan: Zenpen	1931
Jaroslava Panyrkova	The Circle	1959
Guido Colucci	The Tell-Tale Step	1917
Dan Rowan	The Maltese Bippy	1969
Peggy Coudray	The Janitor's Vacation	1916
Soji Ubukata	Shizuko no hanashi	1933
Esko Salminen	The White Dwarf	1986
Keiji Oizumi	Tsuriganeso	1935
Anthony Cortez	Lihim	1997
Nicholas Scalici	Bloody Mary	1996
Mayumi Kato	Yamato (Kariforunia)	2016
Modesto Cid	Canas y barro	1954
Feifan He	Bi hai kuang seng	1953
Christina Licciardi	Merrily	2019
Joe Alex	Le negre du rapide numero 13	1923
Ed Glynn	The Dirty Kind	2018
Evelyn Greeley	Hit or Miss	1919
Cho-Fan Ng	Qiangdao Xiaozi	1940
Cho-Fan Ng	Li gui yuan chou	1959
Jalaja	Munnettam	1981
Lina Braknyte	Posledniy fort	1972
Seok-hun Kim	Anshisengui ggotsongi	1964
Joao Donato	Where Are You, Joao Gilberto?	2018
Angela Mao	Tai quan zhen jiu zhou	1973
Raul Alberto	Picardia mexicana 3	1986
Roma	Mr. Errababu	2005
Marco Antonio Campos	Cascabelito	1962
Gulziya Belbayeva	Vyshe gor	1988
Friedrich Kuhne	Das verschwundene Unterseeboot	1915
Jeannick Leonnec	Le tresor de Keriolet	1920
Horace Tesseron	Toilers of the Sea	1923
Adalberto Martinez	Me gustan todas	1954
Slawomir Orzechowski	Lowcy skor	2003
Prashant Neman	Hridaynath	2012
Emily Fitzroy	Untamed Youth	1924
Chandni Gupta	Laal Joda	2001
Noel Trinidad	Huling biyahe	2012
Stefanos Linaios	I komissa tis fabrikas	1969
Kostas Papahristos	Dada me to zori	1959
Agnes Ayres	Motherhood	1917
Dimitris Nikolaidis	How Married People Live	1959
Jingjing Qu	Ulterior Motive	2015
Kwun-Hap Yeung	Tongbao Xiongdi	1938
Ken'ichi Suzumura	Kara no Kyoukai: The Garden of Sinners - Paradox Spiral	2008
Raisa Nedashkovskaya	Telefoncu qiz	1962
Ekrem Gokkaya	Sen ola dugun sen ola	1969
Sa'eed Saleh	Bakhit and Adeela 2	1997
Marguerite De La Motte	The Sagebrusher	1920
Darina Naumova	Four Leaf Clover	2010
Max Maxudian	L'eau du Nil	1928
Youssef Hajdi	13 m	2007
Otto Waldis	Unknown World	1951
Omar Zolficar	Akazib hawa	1969
Tyron Perez	Room 213	2008
Toshizo Kudo	Crazy for Love	1971
Raimund Schelcher	Das Lied der Matrosen	1958
Masako Katsuki	Battle Team Lakers Ex	1996
Fred R. Stanton	The Fire Bride	1922
Lise Graf	Si ca vous chante	1951
Reema	Mamla Garbar Hai	1996
Efgan Efekan	Mahallenin sevgilisi	1960
Luisa Rossi	Giudicatemi!	1948
Jharana Das	Marga	1969
Helge Kjaerulff-Schmidt	Et knudeproblem	1959
Parkman Wong	Dai ke bo che	1986
Hengky Kurniawan Chova	Syahadat cinta	2008
Biscarra	Rumors	1947
Henri Etievant	Little Jack	1913
Volodymyr Talashko	Matros Zheleznyak	1985
Gregory Charles Rivers	Biao jie, ni hao ye! 4 zhi qing bu zi jin	1994
Aysegul Aldinc	The Guerrilla	1998
Samir Maghawiri	Amn Dawlat	2011
Gastone Pescucci	Carefree Giovanni	1986
Deven Verma	Angoor	1982
Sukhen Das	Daktar Bou	1986
Marguerite Clark	All of a Sudden Peggy	1920
Ada Condeescu	If I Want to Whistle, I Whistle	2010
Armando Bogus	J.J.J., o Amigo do Super-Homem	1978
Meena Sharma	Dil Aur Patthar	1977
Robert Klein	Life's Blind Alley	1916
Seong-su Kim	Seong Chunhyang	1987
Marcsa Simon	Der gelbe Wurger	1921
Beatrice Picard	Ma tante Aline	2007
Peggy Trikalioti	The Wing of the Fly	1995
Jaci Twiss	Rescued	2008
Karla Matta	El Ultimo Sacramento	2004
Bastien Bouillon	High Society	2014
Bianca Stagno Bellincioni	Il malefico anello	1916
Nazar	Sardar	1957
Roberto Munguia	Vengarse matando	1997
Nami Misaki	Kairaku Onsenkyo: Nyotaiburo	1981
Janusz Bukowski	To ja zabilem	1975
Turan Mehrzad	Bad-e sorkh	1988
Jadie Christine	Surveillance	2001
Nick Smerkanich	Tron Wayne Gacy	2011
Tsu Kobayashi	Tarzan's Three Challenges	1963
Lala Yaqoob	Watan	1938
Brian Williams	Brian Williams Reports: John Kerry: Bringing the War Home	2004
Om Prakash	Duniya Gol Hai	1955
Kunihiro Suda	Baka bakansu	2008
Ulhas	Dooj Ka Chand	1964
Liam Browne	The Night Runner	2014
Joshua Garcia	Vince & Kath & James	2016
Paco Valladares	Ligeramente viudas	1976
Miguel Angel Iglesias	Vivir en Sevilla	1978
Dario Casalini	Act of Revenge	1989
Evgeniya Melnikova	The Circus	1936
Kogan Ashiya	Kunoichi nimpoden: Kaen imbi	2002
Kyoko Kazama	Bihada kyoshi: Kyonyu vibe zeme	2005
Jader Bignamini	La Traviata	2017
Julia Ann	BabeWatch: Wild Pool Parties	1999
Hulya Kocyigit	Samanyolu	1967
Koji Miyagi	Mizu no oja	1936
Ghislaine Bru	Un homme sans nom	1932
Henrique Cesar	Alguem	1980
Patrik Fitzgerald	All the Years of Trying	2009
Lya Engel	Memoriales perdidos	1985
Ryo Kurihara	Cho bodikon OL: Ushirokara maekara	1992
Hotaru Hazuki	Looking for an Angel	1999
Wanda Rothgardt	Life Starts Now	1948
Tanuja	Mohabbat Ki Kasam	1986
Lucia Mendez	El ministro y yo	1976
Philippe Lombard	Les Aventures d'Adrien: L'Affaire Catalan	2013
Chung Ping Geung	Zhui qi ji	1961
Johnny Whisky	Pal Do Pal Ka Saath	1981
Lea Giunchi	Il sopravvissuto	1916
Lena Birkova	Prodavac humoru	1984
Hamid Farokhnezhad	Obesity	2015
Pierre Besson	Ein Engel und Paul	2002
Maria Adelaide Zaccaria	Un viaggio verso la morte	1920
Fritz Greiner	Bright Eyes	1929
Janagaraj	Nalaya Manithan	1989
Gogol Bordello	Larger Than Life in 3D	2009
Geir Borresen	To fluer i ett smekk	1973
Spyros Kalogirou	The Asphalt Fever	1967
Andrea McLean	A Landscape of Lies - Directors Cut	2011
Caroline French	Il trovatore	1914
Charles Paton	The Acting Business	1933
Pasan Leung	Zhuang ge ge	1977
Soroku Kazama	Yari no gonza	1929
Arisa Shindo	Jokyoshi kezori-zeme	1984
Janice Fuller	Cry Your Purple Heart Out	1976
Thelma Hill	Hearts of Men	1928
Richard Morris	The Third Alarm	1922
Roberto Camardiel	Murieta	1965
Siu-Ha Chan	The 18 Shaolin Golden Boys	1996
Tim Marlow	Exhibition on Screen: David Hockney at the Royal Academy of Arts	2017
Philomina	Kalyana Photo	1965
Bjorn Bugri	Uber das Meer	2011
Susana Gimenez	Tu me enloqueces	1976
Willie Andreason	Giliap	1975
Elena Drapeko	Poslednee delo Varyonogo	1994
Carmen Mendes	Um Dia de Vida	1962
Suheyl Egriboz	Oldurme beni	1983
Suheyl Egriboz	Kara dogan	1972
Joe Louis	World's Heavyweight Championship: Joe Louis vs. Jersey Joe Walcott	1948
Wei Ou	Glass Eyeball	1969
David Hudson	Soul Journey	2019
Annemarie Prins	Zwerfsters	1989
Panta	Inumukoiri	2017
Juan Zaizar	El milagro de la virgen de San Juan	1990
Valeriano Andres	Un abrigo a cuadros	1957
Daniel Miglioranza	Beyond the Limit	1995
Pimpaporn Leenutapong	Sayew	2003
Afghan	Bukan Cinta Biasa	2009
Sharareh Dolat Abadi	Ezdevaj-e ghiabi	2003
Marcela Dias	Reimon	2014
Daichi Saeki	Doubt Usotsuki Otoko wa Dare?	2019
Yuri Risa	Lusty Widow	1976
Jack Perrin	The Vanishing West	1928
Heri Savalas	Surat kecil untuk tuhan	2011
Vince Murdocco	Salvador's Deli	2010
Mehmood	Sindoor	1947
Krassimir Dokov	Sniag	2015
Conchita Montenegro	Su ultima noche	1931
Wan-Ju Hsu	Huang jin kong que cheng	1979
Xavi Fernandez	Els oblidats dels oblidats	2011
Lun Hua	Qiao wang yi ge gu huo jiu	1980
Attilio D'Anversa	Alba nuziale	1921
Sif Ruud	Malin gar hem	1953
Timothy Lee DePriest	ShadowBox	2005
Noriko Tachikawa	Migi muke hidari! Jieitai he iko	1995
Dong-jun Lee	Meonameon Saigon	1991
Sergio Ramos	Nacos vs. narcos	1990
Simon Basch	The Cover-Up	2014
Shigesaburo Yuki	Mito Komon - Henreki kitan	1930
Gregor Gog	Der Kampf	1936
Pepe Galotto	The Stay	2004
Puneeth Rajkumar	Bindass	2008
Maulik Pathak	Lamboo Rastoo	2018
Dietrich Korner	Code for the Boss: Sorty No. 5	1979
Guy Loel	Wisdom of the Pretzel	2002
Anil Nagrath	Kundan	2004
Anil Nagrath	Khula Bazar	2005
Seena Owen	The House of Toys	1920
Yuji Hori	365 Nights	1949
Fang-Hsia Chang	Cui gang yu xie ji	1960
Poppy	Juari	2002
Jason E. Smith	Steve Saves L.A.	2004
Daniel Filho	Summer Showers	1978
Raghuvaran	Pooparika varugirom	1999
Miyuki Matsumoto	Dan Oniroku ikenie shimai	1987
Hiromi Takiguchi	Okusama wa mazo: Nigirasete	1989
Yoshie Kitsuda	Shinjuku Mayonaka Monogatari: Otoko to Onna	1972
Norman Ornstein	Split: A Divided America	2008
Sonia Thakur	Shaitani Badla	1993
Madeleine Nicolas	Damortis	1986
Shaheizy Sam	Aku ada kau ada?	2012
Aarthi	Kundakka Mandakka	2005
Alberto Estrella	El eden	2004
Jess Lapid Jr.	Tatak vengador	1984
Makarand Anaspure	De Dhakka	2008
Eamon Sheehan	Red Thread	2005
Anupam Bhattacharya	Satya Bol	2004
Dorothy Bartlam	Not Quite a Lady	1928
Francis Joyner	Outwitted	1917
Keiji Fujiwara	Kureyon Shinchan: Bakusui! Yumemi warudo daitotsugeki!	2016
Samira Ahmed	Dearer Than My Eyes	1955
Emre Karayel	El Degmemis Ask	2016
Kaoru Miya	Fukai yokubo no tanima	1967
Shozo Nanbu	Tetsu no tsume	1951
John Bregar	Servitude	2011
Bramwell Fletcher	Men of the Sky	1931
Anton Pointner	Die Frau mit den Millionen - 1. Der Schu in der Pariser Oper	1923
Syd Saylor	The Dude Ranger	1934
Phreeta Kongpetch	Muay Thai Fighter	2007
Tammara Souza	Assault of the Killer Bimbos	1988
Ethel Clayton	The Whims of Society	1918
Phillip Salvador	Ikasa Mo, Ipuputok Ko	1990
Katharina Leonore Goebel	Frau Stern	2019
Fatima Ekman	Ladan	1968
Huma Khan	Sadak Chhap	1987
Richard Loo	First Yank Into Tokyo	1945
Raghu Babu	Athanokkade	2005
Mayumi Minato	Dakitai onna: Dakaretai onna	1981
Danuta Kowalska	Seszele	1991
Theodor Pistek	Bludne duse	1927
Myrtle Reed	The Eyes of Annie Jones	1964
Claude Gillingwater	A Chapter in Her Life	1923
Robert Scholtz	Alexandra	1922
James Rennie	Dust Flower	1922
Ane Dahl Torp	The Wave	2015
Suman	Sri Ramadasu	2006
Chioma Chukwuka Akpotha	The Past Came Calling	2012
Srdjan Grahovac	A Balkan Noir	2017
Gary Saderup	Othello	2006
Livingston	Magane En Marumagane	2010
John K. Ellis	The Edge at the Movies	2014
Agim Shuke	Treni niset me shtate pa pese	1988
Hedda Vernon	Alles verkehrt	1919
Evgeniy Markov	Desyat shagov k vostoku	1961
Marius Mazmanian	Up Your Alley	1971
Tiziana Sensi	Una furtiva lacrima	1999
Jozsef Szendro	Sparrows Are Birds Too	1969
Christos Kalavrouzos	To pazari	1983
Akua Abigail Gyabi	T.H.U.G: True Hustler Under God	2016
Vic Sotto	Dobol Trobol: Lets Get Redi 2 Rambol!	2008
Juan Torena	Nada mas que una mujer	1934
Edda Bjorgvinsdottir	Stella on Holiday	1986
Mary MacLaren	The Unpainted Woman	1919
Tevhid Bilge	The Vetch Field	1966
William Hopper	Slim Carter	1957
Bayani Agbayani	Marahas: Walang kilalang batas	1998
Yury Solovyov	Vsego dorozhe	1957
Mae Gaston	John Ermine of Yellowstone	1917
Agustin Fernandez	El forastero vengador	1967
Siddharth Dhawan	Billa No. 786	2000
Henrik Thodesen	Tina & Bettina - The Movie	2012
Donald Gallaher	The Eternal Magdalene	1919
Farha Naaz	Deewana Aashiq	1992
Toshiyuki Hosokawa	Sworn Brothers	1969
Po Wei Hou	Yi gen huo chai	1980
Xiaojie Tian	Jiu si feng xue ye	2013
Jella Haase	Suck Me Shakespeer 2	2015
Ryuji Yamamoto	Henshitsu: Bokoma	1992
Kazim Kartal	Seferim Var	1975
Yuriy Mazhuga	Skuki radi	1968
Carlos Cabero	Cuando florezca el cerezo	2018
Sha-Li Chen	Wang bu liao ni	1968
Indraneil Sengupta	Kahaani	2012
Juhani Niemela	The Final Arrangement	1987
Erin Malek	Awak Nak Kahwin Dengan Saya?	2014
Kendall Devin Bell	Double Fatal	2018
Daria Lorenci	The One Who Will Stay Unnoticed	2003
Andres Soler	Un extrano en la escalera	1955
Billy Halop	Sea Raiders	1941
Lance Gross	The Last Fall	2012
Sammy John Heaney	Chalbaaz	2018
Bjorn Berglund	Kvinnor i vantrum	1946
Sing-Po Leung	The Happy Wedding	1959
Li Hua Li	Shi li chuan jia	1952
Christian Anderson	Armstrong	2017
Goran Bernhard	Sunny Sunberg	1941
Leslea Fisher	Burning Darkness	2005
Ondrej Brousek	The Firebird	1997
Stephen Keep Mills	Hotel Lobby	2003
Robin Padilla	Bilib ako sa'yo	1999
Khadeeja	Chirikudukka	1976
Elester Latham	One Day of Freedom	2016
Walter McGrail	Soldiers and Women	1930
Viktor Korshunov	Neobyknovennoye leto	1957
Aju Varghese	Bharya Athra Pora	2013
Rosa Fumetto	Italian Boys	1983
Jean-Max	L'autre	1930
Wesley Walker	Witches' Night	2007
Kwun-Shan Lam	He Laoda	1941
Ayako Ota	Akai Campus: Kurutta Hokago	1984
Arthur Cleave	Garryowen	1920
Vladimir Tolokonnikov	Nasledniki	2008
Aytac Arman	Sun Over the Swamp	1978
Sarah Rose Denton	Curse of the Witching Tree	2015
Seher Seniz	Kaplan tuzagi	1971
Youliang Zhao	Turning Point 1977	2009
Elinor Fair	My Friend from India	1927
Aud Egede-Nissen	Der Konig der Mittelsturmer	1927
Kabori Sarwar	Sonar Tori	1981
Joaquin Gomez	Bacanales romanas, II Parte	1985
Ale	La grande prugna	1999
Aleksandr Nosik	My sdelali eto!	2001
Rafael Baledon	La perra	1997
Vasiliy Merkurev	Moscow: Cassiopea	1974
Bernhard Goetzke	Damon der Welt. 2. Wirbel des Verderbens	1920
Regina Belle	Before You Say I Do Live!	2018
Hee-ra Kim	When Love Deepens	1979
Yoko Matsuyama	Trapped, the Crimson Bat	1969
Gaura Ghosh	Lakshmi	1962
Lois Wilson	Coney Island	1928
Robert Nolan	Battleground	2012
Vanja Drach	Sedmi kontinent	1966
Hoda Eissa	Shaweesh Noss El Lel	1991
Rodica Negrea	Moon Hotel Kabul	2018
Alf Goddard	Mademoiselle Parley Voo	1928
Oleg Pogudin	Kogda svyatye marshiruyut	1990
Gabby Concepcion	Jessa: Blusang itim 2	1989
Gianni Bonagura	Segni particolari: bellissimo	1983
Grethe Selius	Here Is Harold	2014
Dimitris Horn	A Girl in Black	1956
Humberto Catalano	Pecadora Imaculada	1952
Vasilis Kamitsis	Norway	2014
Herschel Mayall	The Beast	1916
Ming-Yeung Kwai	Haidizhen	1936
Shiori Kawamura	Inran oyako: Namade aishite	2001
Gunboat Smith	Manhattan	1924
Manolo Codeso	Suena el clarin	1965
Terry Raven	The Monster of Highgate Ponds	1961
Clarence Handyside	A Woman of Impulse	1918
Johnny Walker	Shahzada	1955
Hala Sheha	Ellembi	2002
Dimitris Koukis	An milouse to parelthon mou	1967
Tamaki Sawa	Yoru no tehaishi	1968
William F. Leicester	The Girl from San Lorenzo	1950
Ye-jin Im	Angry Apple	1977
Robyn Griggs	Hellweek	2010
Minori Terada	Stone Age	2006
Vladimir Zherebtsov	Pari	2008
Roy Gordon	Hand of Death	1962
Jane Arden	Separation	1968
Nutan	Khandan	1965
Federica Farinella	Shadow Warriors	1992
Ludovit Gresso	Quite Good, Chaps	1972
Mimmo Mancini	La capa gira	2000
Konstantin Kotsev	Panteley	1978
Ranko Hanai	Hikosa no Ipponyari	1932
Lon Chaney	The Talk of the Town	1918
Sayo Akasaka	Complicity	2018
Jennie Lee	An Innocent Magdalene	1916
Robert Ahola	No Safe Haven	1987
Andres Crespo	Pescador	2011
Baba Annanov	Kugitangskaya tragediya	1978
Tito Sotto	Tatlo silang tatay ko	1982
Aleksey Chernov	Serdtse druga	1966
Giuseppe Giusti	An African Diamond Conspiracy	1913
Margarita Broich	Double Trouble and the Magical Mirror	2019
Kai Borchardt	Robin Hood: Ghosts of Sherwood	2012
Mohsen Arasteh	Yahya	1995
